cycle,state,modeldate,candidate_name,startdate,enddate,pollster,samplesize,population,weight,influence,pct,house_adjusted_pct,trend_and_house_adjusted_pct,tracking,poll_id,question_id
2020,North Carolina,"Tuesday, November 3, 2020",Joseph R. Biden Jr.,44090,"Friday, September 18, 2020",Emerson College,717,lv,1.27042,-,50.81,50.31351,51.2321,,69570,129616
2020,North Carolina,44138,Joseph R. Biden Jr.,44051,44053,Emerson College,673,lv,1.2,0,49.41,48.91355,49.97494,,68006,127353
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44121,44124,Fox News/Beacon Research/Shaw & Co. Research,1045,lv,1.7732,0.796655,50, 49.68 ,49.60559,,71627,134185
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44094,9/23/2020,Fox News/Beacon Research/Shaw & Co. Research,856,lv,1.524044,0,51,50.6817,51.38206,,69962,130284
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44030,44032,Fox News/Beacon Research/Shaw & Co. Research,793,rv,1.283909,0,50,50.56985,51.82428,,67647,126563
2020,North Carolina,44138,Joseph R. Biden Jr.,44072,44075,Fox News/Beacon Research/Shaw & Co. Research,722,lv,1.331984,0,50,50.00501,51.18423,,68339,128019
2020,North Carolina,44138,Joseph R. Biden Jr.,44002,44005,Fox News/Beacon Research/Shaw & Co. Research,1012,rv,1.557636,0,47,47.89174,48.94084,,66918,124955
2020,Pennsylvania,11/3/2020,Joseph R. Biden Jr.,10/19/2020,44129,Franklin & Marshall College,558,lv,0.88,0.5393246,50,50.0958,50.03267,,72172,135367
2020,Pennsylvania,44138,Joseph R. Biden Jr.,"Monday, September 14, 2020",9/20/2020,Franklin & Marshall College,480,lv,0.7896083,0,48,48.09571,48.95696,,69708,129978
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44060,44066,Franklin & Marshall College,681,rv,0.9141793,0,49,49.98394,51.0765,,68221,127781
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44032,44038,Franklin & Marshall College,667,rv,0.90144,0,50,50.98394,52.20291,,67836,126979
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44091,9/19/2020,Garin-Hart-Yang Research Group,400,lv,0.565323,0,53,51.22491,52.05267,,69984,130329
2020,North Carolina,"Tuesday, November 3, 2020",Joseph R. Biden Jr.,44098,"Sunday, September 27, 2020",Garin-Hart-Yang Research Group,400,lv,0.565323,0,49,47.71228,48.32658,,70133,130664
2020,North Carolina,44138,Joseph R. Biden Jr.,43934,43937,GBAO,500,lv,0.8061572,0,48,47.87635,49.98863,,67053,125282
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44056,44062,Global Strategy Group,801,rv,0.5862823,0,51.5,50.68467,51.70432,,68264,127876
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44063,44067,GQR Research (GQRR),500,lv,0.7012613,0,52,50.22805,51.35049,,68259,127869
2020,PA,44138,Joseph R. Biden Jr.,44127,"$44,127.00",Gravis Marketing,602,lv,0.76,0.5524664,51,51.23043,51.19273,,71824,134618
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44034,44036,Gravis Marketing,1006,lv,0.9798656,0,48,48.2303,49.45415,,67659,126662
2020,North Carolina,44138,Joseph R. Biden Jr.,44130,44131,Gravis Marketing,614,lv,0.7707279,0.6702192,49,49.5144,49.51551,,72153,135302
2020,North Carolina,44138,Joseph R. Biden Jr.,44126,44129,Harper Polling,504,lv,0.8616698,0.5807495,47,48.61436,48.53727,,72139,135268
2020,North Carolina,"Tuesday, November 3, 2020",Joseph R. Biden Jr.,44091,"Sunday, September 20, 2020",Harper Polling,612,lv,0.9923094,0,44,45.60521,46.42874,,69650,129955
2020,North Carolina,44138,Joseph R. Biden Jr.,44049,44053,Harper Polling,600,lv,1.0,0,45,46.60909,47.6485,,68051,127443
2020,Pennsylvania,44138,Joseph R. Biden Jr.,"Monday, October 12, 2020",44119,Harris Insights & Analytics,992,lv,0.8644356,0.2780062,51,51.1684,51.11764,,71179,133261
2020,Pennsylvania,11/3/2020,Joseph R. Biden Jr.,44130,10/29/2020,HarrisInsightsAnalytics,901,lv,0.90,0.77323,51,51.1684,51.16853,,72237,135523
2020,North Carolina,44138,Joseph R. Biden Jr.,44035,44043,HIT Strategies,400,rv,0.4,0,47,46.58477,47.74956,,67983,127298
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44069,8/31/2020,Hodas & Associates,600,lv,0.7015365,0,51.12,51.61408,52.70861,,68484,128205
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44029,44034,Hodas & Associates,600,lv,0.7015365,0,50.83,51.32417,52.52066,,67907,127130
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44098,9/26/2020,IBD/TIPP,774,lv,1.443998,0,49.7,50.01836,50.61081,,70001,130391
2020,Pennsylvania,44138,Joseph R. Biden Jr.,10/20/2020,44130,Ipsos,655,lv,0.64,0.4034152,50.5,50.94361,50.88847,,71976,134925
2020,Pennsylvania,44138,Joseph R. Biden Jr.,"Tuesday, October 13, 2020",44123,Ipsos,653,lv,0.6370794,0.2105985,49, 49.44 ,49.38496,,71379,133664
2020,Pennsylvania,44138,Joseph R. Biden Jr.,"Tuesday, October 6, 2020",44115,Ipsos,622,lv,0.6545612,0.1295789,51,51.4435,51.46373,,70741,132339
2020,Pennsylvania,44138,Joseph R. Biden Jr.,"Tuesday, September 29, 2020",44109,Ipsos,605,lv,0.7592051,0.0240902,50,50.44366,50.68629,,70585,131968
2020,Pennsylvania,44138,Joseph R. Biden Jr.,"Friday, September 11, 2020",9/16/2020,Ipsos,611,lv,0.8740835,0,49,49.4436,50.39291,,69626,129812
2020,North Carolina,44138,Joseph R. Biden Jr.,"Wednesday, October 21, 2020",44131,Isos,647,lv,0.6158097,0.4079825,49,49.51072,49.46658,,72059,135092
2020,North Carolina,44138,Joseph R. Biden Jr.,"Wednesday, October 14, 2020",44124,Ipsos,660,lv,0.6215126,0.1974436,49,49.51072,49.45313,,71463,133846
2020,North Carolina,44138,Joseph R. Biden Jr.,44111,44117,Ipsos,660,lv,0.6602848,0.1163536,48,48.5104,48.49193,,70786,132431
2020,North Carolina,"Tuesday, November 3, 2020",Joseph R. Biden Jr.,44103,"Tuesday, October 6, 2020",Ipsos,601,lv,0.7594614,0,47,47.50981,47.72636,,70616,132032
2020,North Carolina,"Tuesday, November 3, 2020",Joseph R. Biden Jr.,44085,"Wednesday, September 16, 2020",Ipsos,586,lv,0.851409,0,47,47.50981,48.51365,,69662,129867
2020,North Carolina,"Tuesday, November 3, 2020",Joseph R. Biden Jr.,44072,44087,Kaiser Family Foundation,1172,rv,1.67781,0,45,46.46817,47.55017,,69502,129468
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44074,9/7/2020,Marist College,771,lv,1.560091,0,53,52.2066,53.27057,,68532,128302
2020,North Carolina,44138,Joseph R. Biden Jr.,44129,44132,Marist College,800,lv,1.611677,1.401502,52,50.69932,50.71867,,72331,135702
2020,North Carolina,44138,Joseph R. Biden Jr.,44026,44034,Marist College,882,rv,1.6,0,51,50.58697,51.8398,,67669,126680
2020,North Carolina,44138,Joseph R. Biden Jr.,44128,44131,Meeting Street Research,600,lv,0.7014403,0.5870991,48,49.04302,48.99615,,72397,135837
2020,North Carolina,44138,Joseph R. Biden Jr.,"Friday, October 16, 2020",44123,Meredith College,732,lv,0.8143851,0.3099262,48.1,48.35454,48.31055,,71746,134425
2020,North Carolina,"Tuesday, November 3, 2020",Joseph R. Biden Jr.,44092,"Tuesday, September 22, 2020",Meredith College,705,rv,0.7444701,0,45.7,46.83889,47.67994,,70010,130412
2020,Pennsylvania,44138,Joseph R. Biden Jr.,"Wednesday, September 30, 2020",44108,Monmouth University,500,lv,1.129217,0.0941015,53.5,53.07961,53.23301,,70599,131998
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44071,44074,Monmouth University,400,lv,0.9060031,0,48.5,48.07876,49.19991,,68319,127965
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44021,44025,Monmouth University,401,lv,0.9082416,0,51.5,51.07862,52.36125,,67101,125391
2020,North Carolina,44138,Joseph R. Biden Jr.,44112,44115,Monmouth University,500,lv,1.129217,0.2398337,49.5,49.33411,49.29909,,70780,132414
2020,North Carolina,44138,Joseph R. Biden Jr.,44072,44075,Monmouth University,401,lv,0.9082416,0,48,47.83427,48.98732,,68464,128156
2020,North Carolina,44138,Joseph R. Biden Jr.,44072,44081,Morning Con,1,lv,0.9601743,0,48,47.84831,48.95636,T,68548,128325
2020,Pennsylvania,44138,,44115,44124,Morning Consult,,,,,,,,,,
2020,Pennsylvania,44138,Joseph R. Biden Jr.,"Friday, October 2, 2020",44115,Morning Consult,2610,lv,0.9761202,0.1626984,52,51.83825,51.85999,T,70760,132369
2020,Pennsylvania,44138,Joseph R. Biden Jr.,"Saturday, August 29, 2020",9/7/2020,Morning Consult,2227,lv,1.041242,0,50,49.8381,50.89816,T,68550,128327
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44064,44073,Morning Consult,2158,lv,0.9042551,0,49,48.83814,49.97576,T,68296,127917
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44050,44059,Morning Consult,1777,lv,1.156262,0,50,49.8381,50.78598,T,68285,127906
2020,Pennsylvania,44138,Joseph R. Biden Jr.,43968,43977,Morning Consult,2120,lv,1.211936,0,48,47.83828,49.98344,T,67801,126887
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44029,44038,MorningConsult,2092,lv,1.207903,0,50,49.8381,51.04383,T,67693,126757
2020,North Carolina,44138,Joseph R. Biden Jr.,"Sunday, October 11, 2020",44124,Morning Consult,1904,lv,0.8454283,0.2437091,50,49.84815,49.77348,T,71643,134215
2020,North Carolina,44138,Joseph R. Biden Jr.,44106,44115,Morning Consult,1993,lv,0.9278,0.0959775,50,49.84815,49.86258,T,70758,132367
2020,North Carolina,44138,Joseph R. Biden Jr.,44064,44073,Morning Consult,1567,lv,0.7512193,0,49,48.84819,49.98857,T,68295,127916
2020,North Carolina,44138,Joseph R. Biden Jr.,44050,44059,Morning Consult,1493,lv,0.9235623,0,49,48.84819,49.84546,T,68284,127905
2020,North Carolina,44138,Joseph R. Biden Jr.,44057,44066,Morning Consult,1541,lv,0.9,0,49,48.84819,49.91556,,68178,127696
2020,North Carolina,11111,Joseph R. Biden Jr.,43968,43977,Morning Consult,1403,lv,1.1,0,46,45.84879,47.94419,T,67799,126885
2020,North Carolina,44138,Joseph R. Biden Jr.,44029,44038,Morning Consult,1504,lv,1.1,0,47,46.84851,48.03346,T,67691,126755
2020,Pennsylvania,11/3/2020,Joseph R. Biden Jr.,NA,10/28/2020,Muhlenberg College,419,lv,0.8897241,0.7177963,49,48.76827,48.80106,,72401,135851
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44117,"$44,124.00",Muhlenberg College,416,lv,0.88,0.344908,51,50.76825,50.75404,,71736,134408
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44054,44060,Muhlenberg College,416,lv,0.8952302,0,49,48.76827,49.77896,,68138,127631
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44045,44047,OnMessage Inc.,400,lv,0.5514615,0,50,51.21359,52.31232,,68115,127579
2020,Pennsylvania,44138,Joseph R. Biden Jr.,10/25/2020,44129,Opinion Savvy/InsiderAdvantage,400,lv,0.52,0.4033109,45.5,46.92356,46.90091,,71969,134912
2020,Pennsylvania,44138,Joseph R. Biden Jr.,"Monday, October 12, 2020",44117,Opinion Savvy/InsiderAdvantage,400,lv,0.6001908,0.1826773,45.8,47.22436,47.17924,,71099,133095
2020,Pennsylvania,11/3/2020,Joseph R. Biden Jr.,44132,10/29/2020,Public Policy Polling,1012,v,,,,,,,,
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44125,"$44,126.00",Public Policy Polling,890,v,0.7324647,0.3803294,51,49.69312,49.60751,,71678,134285
2020,North Carolina,44138,Joseph R. Biden Jr.,"Monday, October 26, 2020",44131,Public Policy,937,v,0.9492856,0.8254917,51,49.85094,49.84616,,72057,135090
2020,NC,"Tuesday, November 3, 2020",Joseph R. Biden Jr.,44108,"Monday, October 5, 2020",Public Policy Polling,911,v,1.22716,0.0651589,50,49.32602,49.42479,,70576,131666
2020,North Carolina,44138,Joseph R. Biden Jr.,44042,44043,Public Policy Polling,934,v,0.7,0,49,47.85161,48.99701,,67985,127305
2020,North Carolina,0.00000,Joseph R. Biden Jr.,44035,44036,Public Policy Polling,884,v,0.7,0,49,47.85161,49.04854,,67789,126872
2020,North Carolina,44138,Joseph R. Biden Jr.,44019,44020,Public Policy Polling,818,v,0.9859976,0,50,49.32602,50.51114,,67044,125267
2020,Pennsylvania,11/3/2020,Biden,44127,10/27/2020,Quinnipiac University,1324,lv,1.66,1.286813,51,49.90831,49.87751,,72222,135487
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44120,44123,Quinnipiac University,1241,lv,1.510332,0.6092092,51, 49.91 ,49.83975,,71555,134042
2020,Pennsylvania,44138,Joseph R. Biden Jr.,"Thursday, October 1, 2020",44109,Quinnipiac University,1211,lv,1.664769,0.1642187,54,52.91157,53.04825,,70649,132109
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44071,9/1/2020,Quinnipiac University,1107,lv,1.636533,0,52,50.90884,52.0364,,68466,128167
2020,Pennsylvania,44138,Joseph R. Biden Jr.,"Sunday, October 18, 2020",44123,Rasmussen Reports/Pulse Opinion Research,800,lv,0.7878715,0.3413029,50, 50.42 ,50.3406,,71457,133838
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44068,44070,Rasmussen Reports/Pulse Opinion Research,1000,lv,1.034299,0,47.82,48.23784,49.39486,,68461,128152
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44027,44028,Rasmussen Reports/Pulse Opinion Research,750,lv,0.8990448,0,51,51.4181,52.69289,,67600,126475
2020,North Carolina,44138,Joseph R. Biden Jr.,"Tuesday, October 20, 2020",44125,Rasmussen Reports/Pulse Opinion Research,800,lv,0.772267,0.3594338,48,48.5744,48.50755,,71662,134249
2020,North Carolina,44138,Joseph R. Biden Jr.,44081,44082,Rasmussen Reports/Pulse Opinion Research,1000,lv,1.034299,0,47.94,48.51437,49.59297,,69408,129258
2020,North Carolina,44138,Joseph R. Biden Jr.,44049,44050,Rasmussen Reports/Pulse Opinion Research,750,lv,0.9,0,47.26,47.83395,48.9149,,67984,127302
2020,Pennsylvania,44138,Joseph R. Biden Jr.,"Sunday, October 4, 2020",44110,Redfield & Wilton Strategies,927,lv,0.4569446,0.0530524,49,49.72314,49.80518,,70709,132263
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44097,9/25/2020,Redfield & Wilton Strategies,1015,lv,0.6559113,0,50,50.72319,51.33795,,70126,130653
2020,Pennsylvania,44138,Joseph R. Biden Jr.,"Saturday, September 12, 2020",9/14/2020,Redfield & Wilton Strategies,1036,lv,0.6157321,0,49,49.72314,50.66599,,69546,129564
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44059,44060,Redfield & Wilton Strategies,1006,lv,0.8404686,0,48,48.72272,49.71105,,68157,127658
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44031,44033,Redfield & Wilton Strategies,1016,lv,0.8434952,0,48,48.72272,49.95597,,67841,126985
2020,North Carolina,44138,Joseph R. Biden Jr.,44108,44110,Redfield & Wilton Strategies,938,lv,0.4888562,0.0228328,49,50.11975,50.20273,,70707,132261
2020,North Carolina,"Tuesday, November 3, 2020",Joseph R. Biden Jr.,44097,"Saturday, September 26, 2020",Redfield & Wilton Strategies,1097,lv,0.6668124,0,47,48.11811,48.74291,,70124,130651
2020,North Carolina,"Tuesday, November 3, 2020",Joseph R. Biden Jr.,44086,44089,Redfield & Wilton Strategies,1092,lv,0.6404983,-,47,48.11811,49.1132,,69545,129563
2020,North Carolina,44138,Joseph R. Biden Jr.,44073,44077,Redfield & Wilton Strategies,951,lv,0.6910198,0,43,44.10795,45.24002,,68523,128288
2020,North Carolina,44138,Joseph R. Biden Jr.,44059,44060,Redfield & Wilton Strategies,967,lv,0.8,0,44,45.11135,46.13823,,68156,127657
2020,North Carolina,44138,Joseph R. Biden Jr.,44031,44033,Redfield & Wilton Strategies,919,lv,0.8,0,43,44.10795,45.30535,,67839,126983
2020,North Carolina,44138,Joseph R. Biden Jr.,43996,43999,Redfield & Wilton Strategies,902,lv,0.8065658,0,46,47.11643,48.23368,,66905,124932
2020,Pennsylvania,11/3/2020,Joseph R. Biden Jr.,10/25/2020,44131,RMG Research,800,lv,0.81,0.6569993,51,51.44563,51.43074,,72169,135361
2020,Pennsylvania,44138,Joseph R. Biden Jr.,"Wednesday, October 7, 2020",44116,RMG Research,800,lv,0.8066381,0.1876525,49,49.44573,49.45204,,70988,132833
2020,North Carolina,44138,Joseph R. Biden Jr.,"Saturday, October 24, 2020",44130,RMG Research,800,lv,0.8138771,0.6546736,48,48.77704,48.75361,,72054,135084
2020,North Carolina,44138,Joseph R. Biden Jr.,44111,44115,RMG Research,800,lv,0.8106462,0.1397044,47,47.77621,47.7742,,70797,132449
2020,Pennsylvania,44138,Joseph R. Biden Jr.,"Wednesday, September 30, 2020",44106,Siena College/The New York Times Upshot,706,lv,1.443402,0.0952916,49,49.56757,49.75958,,70501,131409
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44099,9/27/2020,Siena College/The New York Times Upshot,711,lv,1.453092,0,49,49.56757,50.12949,,70017,130426
2020,North Carolina,44138,Joseph R. Biden Jr.,"Friday, October 9, 2020",,Siena College/The New York Times Upshot,627,lv,1.314971,0.304192,46,46.64479,46.60834,,70998,132861
2020,North Carolina,"Tuesday, November 3, 2020",Joseph R. Biden Jr.,44085,44090,Siena College/The New York Times Upshot,653,lv,1.382465,-,45,45.64341,46.64757,,69525,129508
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44027,44032,Spry Strategies,700,lv,0.7138253,0,47.02,48.81589,50.07093,,67628,126528
2020,North Carolina,44138,Joseph R. Biden Jr.,44024,44028,Spry Strategies,700,lv,0.7,0,45.52,47.18867,48.39563,,67627,126527
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44119,44124,SSRS,843,lv,1.169078,0.493046,53, 52.10 ,52.03399,,71564,134058
2020,North Carolina,44138,Joseph R. Biden Jr.,44127,44134,SSRS,901,lv,1.216466,1.057829,51,50.19704,50.17222,,72418,135883
2020,North Carolina,44138,Joseph R. Biden Jr.,44083,44087,SSRS,787,lv,1.120816,0,49,48.19737,49.22852,,69462,129368
2020,Pennsylvania,44138,Joseph R. Biden Jr.,44119,44123,Suffolk University,500,lv,1.00103,0.3946089,48.6, 49.06 ,49.00854,,71533,133979
2020,North Carolina,"Tuesday, November 3, 2020",Joseph R. Biden Jr.,44085,44088,Suffolk University,500,lv,1.00103,0,46.8,47.10757,48.11973,,69504,129473
2020,Pennsylvania,11/3/2020,Joseph R. Biden Jr.,NA,10/29/2020,SurveyMonkey,5786,lv,0.0335261,0.020618,52,50.68518,50.65336,T,72357,135797
